X1	X2	Y
1.6126264818480804	1.7700037491354739	NO
0.119439855364645	0.8838525732442186	NO
1.1128615876997152	-0.6998897600086584	YES
-0.7971096372364675	-0.5157492234214844	YES
1.1580195388238455	-0.7709304071561855	YES
1.0562891493949884	0.4085230925646424	NO
0.00800791876605041	-0.5866211773721907	YES
-0.5468439383457461	0.03028829081348236	NO
0.4003941096873198	0.31199217251060324	NO
0.3686024195178108	-0.6225954521709299	NO
-0.418162089011482	-0.36128296410039656	NO
0.37750260384326645	-1.5713617253315175	YES
1.5834769042033918	-0.8659796263143346	YES
-0.12066122731931506	1.2640203417824942	NO
1.146207293383546	-0.8742010667265392	YES
1.7141979714434823	0.07675392194478933	YES
0.0994958814323539	1.0639965953973043	NO
-0.20313779395108758	-0.34837280701231993	NO
0.07720123333074928	0.04315475912749749	NO
0.5592661120281954	1.3883917652106108	NO
0.39375975206958524	-0.0022202783536065347	NO
1.8773276039162947	-0.07852094283116957	YES
-0.2694497235772686	0.13775845632311048	NO
-1.1971524314761015	0.3057861023181755	NO
0.49275065354717806	-1.7039126656416848	YES
-0.7556788550419706	1.5180427787890591	NO
0.8288900630775161	1.1900963797476456	NO
-1.2115144200332155	1.0914522608149504	NO
1.2780839223206195	-1.284277216763748	YES
-0.07347890370309697	1.8727041612031456	NO
0.9950546874487299	-0.9609534349656635	YES
0.9616469250463677	0.41242507207111173	YES
-0.7510954018140436	-0.6025125537523631	NO
-1.437082770468674	-0.4807209822448695	YES
-2.2355447859084596	0.32807580776971323	YES
1.0650186264364632	-0.20145883772736375	NO
0.3854775508843857	-2.047698495581589	YES
-0.608397553492345	-0.6415601301430387	YES
-0.5474912317973561	-0.9443333958343376	YES
-0.9190082678747571	-0.9802316946649227	YES
-1.138007237050153	-0.1295906253603503	YES
1.0018287761066198	-0.3158256074387498	NO
-0.35549262354688793	1.2112166293381779	NO
0.5900509136697648	-0.1795430018621002	NO
0.3559237124409711	1.601540998466264	NO
-0.21929666126352235	-0.9540758911854993	NO
0.1531199804029896	0.09680680453346963	NO
